Fe,C,Cr,Mo,Co,Ni,Nb,W,aus,tem,time,AF,DQ,HRc,UTS,YS,J,El
71.8,0.3,3.5,1.2,15,8,0.2,0,1200,475,50,700,0,56.6,2038,1554,22.1,11.1
71.8,0.3,3.5,1.2,15,8,0.2,0,1200,475,0,900,0,57,2260,1208,28.4,10
71.8,0.3,3.5,1.2,15,8,0.2,0,1200,475,1,900,0,58.8,2258,1535,16.2,10.2
71.8,0.3,3.5,1.2,15,8,0.2,0,1200,475,5,900,0,59.6,2311,1758,12.7,8.3
71.8,0.3,3.5,1.2,15,8,0.2,0,1200,475,10,900,0,59.7,2293,1785,10.8,10.1
71.8,0.3,3.5,1.2,15,8,0.2,0,1200,475,20,900,0,59,2200,1737,25,9.8
71.8,0.3,3.5,1.2,15,8,0.2,0,1200,475,50,900,0,56,1981,1543,24.5,10.3
66.35,0.25,3,1.4,18,11,0,0,1050,475,0,700,0,55.1,2100,1098,48,13
66.35,0.25,3,1.4,18,11,0,0,1050,475,1,700,0,59.4,2287,1678,12.3,10.8
66.35,0.25,3,1.4,18,11,0,0,1050,475,5,700,0,59,2205,1668,22.1,10.7
66.35,0.25,3,1.4,18,11,0,0,1050,475,10,700,0,57.8,2130,1619,19.6,10.8
66.35,0.25,3,1.4,18,11,0,0,1050,475,20,700,0,55.7,1934,1538,34.3,11.3
66.35,0.25,3,1.4,18,11,0,0,1050,475,50,700,0,51.8,1718,1431,30.4,12.7
66.35,0.25,3,1.4,18,11,0,0,1050,475,0,900,0,55.8,2055,1085,43.6,12.9
66.35,0.25,3,1.4,18,11,0,0,1050,475,1,900,0,59,2266,1670,12.7,10.6
66.35,0.25,3,1.4,18,11,0,0,1050,475,5,900,0,59.4,2189,1695,18.1,10.6
66.35,0.25,3,1.4,18,11,0,0,1050,475,10,900,0,58.2,2097,1583,26,10.6
66.35,0.25,3,1.4,18,11,0,0,1050,475,20,900,0,56,1935,1553,32.8,10.9
66.35,0.25,3,1.4,18,11,0,0,1050,475,50,900,0,51.5,1718,1417,29.4,12.1
68.25,0.35,4,1.4,18,8,0,0,1200,475,0,700,0,59.8,2412,1086,23.5,10.1
68.25,0.35,4,1.4,18,8,0,0,1200,475,1,700,0,61.5,,,2,
68.25,0.35,4,1.4,18,8,0,0,1200,475,5,700,0,62.1,,,4.9,
68.25,0.35,4,1.4,18,8,0,0,1200,475,10,700,0,62,,,9.8,
68.25,0.35,4,1.4,18,8,0,0,1200,475,20,700,0,61.2,,,2.5,
68.25,0.35,4,1.4,18,8,0,0,1200,475,50,700,0,57.9,1920,1658,5.9,1.5
68.25,0.35,4,1.4,18,8,0,0,1200,475,0,0,0,59.4,2230,1035,14.7,3.8
68.25,0.35,4,1.4,18,8,0,0,1200,475,1,0,0,59.5,,,1,
68.25,0.35,4,1.4,18,8,0,0,1200,475,5,0,0,60.9,,,1,
68.25,0.35,4,1.4,18,8,0,0,1200,475,10,0,0,61.2,,,1.2,
68.25,0.35,4,1.4,18,8,0,0,1200,475,20,0,0,60.7,,,0.5,
68.25,0.35,4,1.4,18,8,0,0,1200,475,50,0,0,58,,,1.5,
67.85,0.35,3.5,0,18,8,0,2.3,1050,475,0,700,0,57.6,2330,1245,29.9,10.9
67.85,0.35,3.5,0,18,8,0,2.3,1050,475,1,700,0,58.4,2238,1533,26.5,11.8
67.85,0.35,3.5,0,18,8,0,2.3,1050,475,5,700,0,59.4,2277,1725,15.2,9.8
67.85,0.35,3.5,0,18,8,0,2.3,1050,475,10,700,0,60.1,2261,1719,13.2,10.5
67.85,0.35,3.5,0,18,8,0,2.3,1050,475,20,700,0,58.6,2163,1708,23,10.8
67.85,0.35,3.5,0,18,8,0,2.3,1050,475,50,700,0,56.4,1988,1617,26.5,10.1
67.85,0.35,3.5,0,18,8,0,2.3,1200,475,0,700,0,58.3,2312,1195,30.4,11.1
67.85,0.35,3.5,0,18,8,0,2.3,1200,475,1,700,0,58.5,2204,1461,24,10.9
67.85,0.35,3.5,0,18,8,0,2.3,1200,475,5,700,0,59.3,2270,1716,9.8,10
67.85,0.35,3.5,0,18,8,0,2.3,1200,475,10,700,0,59.8,2264,1738,13.2,10.4
67.85,0.35,3.5,0,18,8,0,2.3,1200,475,20,700,0,59.2,2187,1708,4.9,11.3
67.85,0.35,3.5,0,18,8,0,2.3,1200,475,50,700,0,55.7,1999,1568,21.6,10.2
74.22,0.28,4,1.5,9,11,0,0,1050,475,0,0,0,54.3,2097,901,30.9,13
74.22,0.28,4,1.5,9,11,0,0,1050,475,1,0,0,53.8,1957,1042,36.3,16.1
74.22,0.28,4,1.5,9,11,0,0,1050,475,5,0,0,56.3,2004,1391,20.6,11.5
74.22,0.28,4,1.5,9,11,0,0,1050,475,10,0,0,55.9,1976,1434,25.5,10.4
74.22,0.28,4,1.5,9,11,0,0,1050,475,20,0,0,54.3,1862,1409,24,10.2
74.22,0.28,4,1.5,9,11,0,0,1050,475,50,0,0,51,1669,1259,27.9,10.9
74.22,0.28,4,1.5,9,11,0,0,1200,475,0,0,0,54.6,2159,831,28.4,12.5
74.22,0.28,4,1.5,9,11,0,0,1200,475,1,0,0,54.2,2002,1089,30.9,14
74.22,0.28,4,1.5,9,11,0,0,1200,475,5,0,0,56.5,2043,1430,18.6,9.7
74.22,0.28,4,1.5,9,11,0,0,1200,475,10,0,0,55.8,2005,1469,19.1,9.1
74.22,0.28,4,1.5,9,11,0,0,1200,475,20,0,0,53.8,1874,1401,18.6,9.6
74.22,0.28,4,1.5,9,11,0,0,1200,475,50,0,0,51.3,1704,1315,20.6,9.6
